timestamp_ms,open,high,low,close,volume,datetime_utc,instrument,rsi_14,direction,profit
1752678000000,119056.81,119794.8,118328.48,119095.76,2233.63925,2025-07-16 15:00:00+00:00,XBTUSD,60.48315704001251,short,0
1752681600000,119095.76,119338.12,118471.38,119291.91,671.3025,2025-07-16 16:00:00+00:00,XBTUSD,62.33115476685136,short,1
1752685200000,119291.91,119700.0,118963.96,119073.35,654.94744,2025-07-16 17:00:00+00:00,XBTUSD,59.019234904546614,short,0
1752688800000,119073.35,119904.13,118880.27,119512.2,731.25594,2025-07-16 18:00:00+00:00,XBTUSD,63.242520704891874,short,1
1752692400000,119512.2,119668.72,118822.72,119230.16,819.82836,2025-07-16 19:00:00+00:00,XBTUSD,59.03198745108096,short,0
1752696000000,119230.16,119933.89,118943.91,119921.96,606.44397,2025-07-16 20:00:00+00:00,XBTUSD,65.15929163992175,short,1
1752699600000,119921.97,120063.84,119200.0,119297.64,1094.26323,2025-07-16 21:00:00+00:00,XBTUSD,56.88994108605983,short,1
1752703200000,119297.64,119500.0,118592.22,118639.34,893.9653,2025-07-16 22:00:00+00:00,XBTUSD,49.72415627694973,long,0
1752706800000,118639.34,118823.5,118420.0,118630.43,343.92435,2025-07-16 23:00:00+00:00,XBTUSD,49.633031262498314,long,1
1752710400000,118630.44,119158.28,118620.83,118894.33,319.33644,2025-07-17 00:00:00+00:00,XBTUSD,52.414602933293565,short,1
1752714000000,118894.33,119082.88,117683.53,118149.7,854.33514,2025-07-17 01:00:00+00:00,XBTUSD,44.8826328283202,long,1
1752717600000,118149.71,118523.25,118017.06,118330.57,607.84399,2025-07-17 02:00:00+00:00,XBTUSD,46.87941118400891,long,0
1752721200000,118330.58,118356.32,117761.11,118128.8,452.54646,2025-07-17 03:00:00+00:00,XBTUSD,44.92418785821945,long,1
1752724800000,118128.8,118485.4,117959.33,118485.4,389.33546,2025-07-17 04:00:00+00:00,XBTUSD,48.97469376297373,long,1
1752728400000,118485.39,118643.59,118225.54,118587.03,364.79579,2025-07-17 05:00:00+00:00,XBTUSD,50.1010227825701,short,1
1752732000000,118587.03,118772.0,118341.55,118452.51,592.92659,2025-07-17 06:00:00+00:00,XBTUSD,48.572678068048,long,0
1752735600000,118452.51,118556.45,117857.03,118311.75,733.57599,2025-07-17 07:00:00+00:00,XBTUSD,46.95844759508674,long,1
1752739200000,118311.75,118424.28,118082.99,118330.93,416.84953,2025-07-17 08:00:00+00:00,XBTUSD,47.21586088387605,long,1
1752742800000,118330.93,119192.0,118242.26,118769.34,734.00895,2025-07-17 09:00:00+00:00,XBTUSD,52.84867211344711,short,1
1752746400000,118769.34,118869.73,118241.24,118340.01,402.69694,2025-07-17 10:00:00+00:00,XBTUSD,47.50260231688833,long,0
1752750000000,118340.0,118398.82,117974.99,117995.0,488.32774,2025-07-17 11:00:00+00:00,XBTUSD,43.67879237946616,long,0
1752753600000,117995.0,118183.74,117453.57,117867.08,1041.93489,2025-07-17 12:00:00+00:00,XBTUSD,42.3185960527063,long,1
1752757200000,117867.08,118446.19,117520.6,118281.99,846.07215,2025-07-17 13:00:00+00:00,XBTUSD,47.97738255800754,long,1
1752760800000,118281.99,118834.2,118141.47,118770.94,695.28925,2025-07-17 14:00:00+00:00,XBTUSD,53.737269752680305,short,0
1752764400000,118770.94,119073.46,118334.34,118881.99,592.49854,2025-07-17 15:00:00+00:00,XBTUSD,54.957065872413004,short,1
1752768000000,118881.99,118954.66,118333.6,118558.61,550.68619,2025-07-17 16:00:00+00:00,XBTUSD,50.75990098150754,short,0
1752771600000,118558.61,119328.89,118500.0,119261.5,555.62392,2025-07-17 17:00:00+00:00,XBTUSD,58.22751258137799,short,0
1752775200000,119261.51,119780.67,119211.94,119580.0,689.15184,2025-07-17 18:00:00+00:00,XBTUSD,61.105924919933095,short,1
1752778800000,119580.0,119880.13,118821.06,118959.66,638.4785,2025-07-17 19:00:00+00:00,XBTUSD,53.389384781252176,short,0
1752782400000,118959.66,119436.87,118383.97,119436.86,583.39954,2025-07-17 20:00:00+00:00,XBTUSD,57.80375207548001,short,0
1752786000000,119436.86,120998.71,119431.93,120272.19,1869.7935,2025-07-17 21:00:00+00:00,XBTUSD,64.19604864642513,short,1
1752789600000,120272.19,120693.35,119485.71,119766.71,695.69871,2025-07-17 22:00:00+00:00,XBTUSD,58.42793027652934,short,1
1752793200000,119766.7,119879.35,119170.52,119177.56,613.37046,2025-07-17 23:00:00+00:00,XBTUSD,52.506268354975134,short,0
1752796800000,119177.56,119786.52,119020.48,119739.06,492.21525,2025-07-18 00:00:00+00:00,XBTUSD,56.98123317509251,short,0
1752800400000,119739.06,120785.49,119644.21,120336.88,1117.34665,2025-07-18 01:00:00+00:00,XBTUSD,61.1755741784994,short,1
1752804000000,120336.88,120399.04,119869.97,120096.43,585.26308,2025-07-18 02:00:00+00:00,XBTUSD,58.69667806294922,short,0
1752807600000,120096.42,120478.83,119949.28,120223.09,478.04437,2025-07-18 03:00:00+00:00,XBTUSD,59.624777662478316,short,0
1752811200000,120223.08,120486.29,119750.0,120403.4,535.70911,2025-07-18 04:00:00+00:00,XBTUSD,60.969338710047154,short,0
1752814800000,120403.4,120635.97,120210.02,120589.95,806.90934,2025-07-18 05:00:00+00:00,XBTUSD,62.365736470335776,short,1
1752818400000,120589.94,120820.71,120075.04,120251.0,876.24559,2025-07-18 06:00:00+00:00,XBTUSD,58.285469309607855,short,1
1752822000000,120251.0,120386.27,119287.72,119339.51,1430.3153,2025-07-18 07:00:00+00:00,XBTUSD,49.00115535003035,long,0
1752825600000,119339.51,119469.21,118395.0,118642.01,1456.19404,2025-07-18 08:00:00+00:00,XBTUSD,43.31516080779019,long,1
1752829200000,118642.02,118974.99,118442.84,118875.01,960.39557,2025-07-18 09:00:00+00:00,XBTUSD,45.586606323380565,long,1
1752832800000,118875.01,119259.98,118502.7,119250.72,893.61085,2025-07-18 10:00:00+00:00,XBTUSD,49.126639623136946,long,0
1752836400000,119250.72,119281.93,118772.4,119171.34,504.29437,2025-07-18 11:00:00+00:00,XBTUSD,48.410034433065526,long,1
1752840000000,119171.35,119531.48,119145.84,119442.44,580.75482,2025-07-18 12:00:00+00:00,XBTUSD,51.0368830993081,short,1
1752843600000,119442.43,119442.44,118500.0,118773.38,1270.18453,2025-07-18 13:00:00+00:00,XBTUSD,44.95339646590354,long,0
1752847200000,118773.38,119242.63,117315.69,118139.99,2133.86458,2025-07-18 14:00:00+00:00,XBTUSD,40.08244862729195,long,0
1752850800000,118139.99,118265.96,117480.0,117860.25,1035.97451,2025-07-18 15:00:00+00:00,XBTUSD,38.11796365279741,long,0
1752854400000,117860.24,118054.92,117479.92,117553.42,743.90949,2025-07-18 16:00:00+00:00,XBTUSD,36.03198169441522,long,1
1752858000000,117553.41,117996.49,117377.0,117600.01,466.84347,2025-07-18 17:00:00+00:00,XBTUSD,36.59933584635891,long,0
1752861600000,117600.01,117723.11,117235.0,117310.72,633.76775,2025-07-18 18:00:00+00:00,XBTUSD,34.55021536613974,long,1
1752865200000,117310.72,117874.0,117120.53,117374.76,720.06492,2025-07-18 19:00:00+00:00,XBTUSD,35.41229371173743,long,1
1752868800000,117374.75,117539.51,116812.76,117405.0,971.31857,2025-07-18 20:00:00+00:00,XBTUSD,35.84203220874993,long,1
1752872400000,117404.99,117879.9,117368.01,117676.82,398.26546,2025-07-18 21:00:00+00:00,XBTUSD,39.72426201785816,long,1
1752876000000,117676.81,117962.09,117402.25,117683.71,397.4577,2025-07-18 22:00:00+00:00,XBTUSD,39.82366030613936,long,1
1752879600000,117683.71,118021.62,117455.94,117924.84,435.71334,2025-07-18 23:00:00+00:00,XBTUSD,43.34487327052819,long,0
1752883200000,117924.84,118028.86,117714.85,117739.7,314.9014,2025-07-19 00:00:00+00:00,XBTUSD,41.34446958600249,long,1
1752886800000,117739.7,118109.95,117613.35,118036.73,286.4576,2025-07-19 01:00:00+00:00,XBTUSD,45.676138743421326,long,1
1752890400000,118036.74,118297.72,117935.0,118201.03,339.10664,2025-07-19 02:00:00+00:00,XBTUSD,47.96522382407249,long,1
1752894000000,118201.04,118371.42,118123.6,118322.54,382.53888,2025-07-19 03:00:00+00:00,XBTUSD,49.65484041776727,long,0
1752897600000,118322.53,118364.0,118096.89,118134.83,245.36594,2025-07-19 04:00:00+00:00,XBTUSD,47.109960539227735,long,1
1752901200000,118134.83,118289.43,118044.19,118205.98,257.94833,2025-07-19 05:00:00+00:00,XBTUSD,48.19378693297209,long,0
1752904800000,118205.98,118261.7,118065.8,118164.42,162.98805,2025-07-19 06:00:00+00:00,XBTUSD,47.58044919453821,long,0
1752908400000,118164.42,118326.8,118156.32,118163.06,162.42311,2025-07-19 07:00:00+00:00,XBTUSD,47.5591192124867,long,0
1752912000000,118163.07,118265.95,117943.25,118101.82,259.81389,2025-07-19 08:00:00+00:00,XBTUSD,46.547221369402884,long,1
1752915600000,118101.83,118328.0,118069.22,118244.3,201.68294,2025-07-19 09:00:00+00:00,XBTUSD,49.25255278358459,long,1
1752919200000,118244.3,118479.34,118180.36,118440.38,392.75678,2025-07-19 10:00:00+00:00,XBTUSD,52.793474317512015,short,1
1752922800000,118440.39,118499.9,118166.39,118327.06,269.17371,2025-07-19 11:00:00+00:00,XBTUSD,50.59623067113395,short,1
1752926400000,118327.05,118327.06,118099.46,118242.04,323.90381,2025-07-19 12:00:00+00:00,XBTUSD,48.95014962063894,long,0
1752930000000,118242.04,118317.42,118086.0,118188.14,280.81512,2025-07-19 13:00:00+00:00,XBTUSD,47.886500225830524,long,0
1752933600000,118188.15,118229.8,117627.71,117668.14,707.8297,2025-07-19 14:00:00+00:00,XBTUSD,39.06683726653495,long,1
1752937200000,117668.14,118240.01,117661.04,118058.11,344.11867,2025-07-19 15:00:00+00:00,XBTUSD,46.956897955030264,long,0
1752940800000,118058.1,118161.51,117850.0,117973.99,202.06426,2025-07-19 16:00:00+00:00,XBTUSD,45.585675959968455,long,0
1752944400000,117974.0,117984.68,117741.93,117808.17,192.03328,2025-07-19 17:00:00+00:00,XBTUSD,42.924717195206135,long,1
1752948000000,117808.17,118028.0,117761.58,117859.1,127.41782,2025-07-19 18:00:00+00:00,XBTUSD,44.005837313423,long,1
1752951600000,117859.1,118141.0,117605.26,118007.88,258.76097,2025-07-19 19:00:00+00:00,XBTUSD,47.15493323520837,long,0
1752955200000,118007.88,118141.0,117708.55,117720.01,212.75326,2025-07-19 20:00:00+00:00,XBTUSD,42.20862806095989,long,0
1752958800000,117720.0,117836.56,117277.34,117705.82,417.75569,2025-07-19 21:00:00+00:00,XBTUSD,41.97489825605876,long,1
1752962400000,117705.81,117850.14,117529.44,117792.98,169.57842,2025-07-19 22:00:00+00:00,XBTUSD,44.02523251375674,long,1
1752966000000,117792.98,117935.76,117738.63,117840.0,123.61479,2025-07-19 23:00:00+00:00,XBTUSD,45.151200316384596,long,1
1752969600000,117840.01,117996.49,117650.0,117942.31,137.64118,2025-07-20 00:00:00+00:00,XBTUSD,47.62018164126592,long,0
1752973200000,117942.31,118131.2,117900.72,117941.25,244.5789,2025-07-20 01:00:00+00:00,XBTUSD,47.59627623562446,long,1
1752976800000,117941.25,118006.37,117766.42,117970.49,319.10411,2025-07-20 02:00:00+00:00,XBTUSD,48.36628318505836,long,0
1752980400000,117970.5,118165.38,117706.9,117958.01,514.71198,2025-07-20 03:00:00+00:00,XBTUSD,48.04181375066954,long,0
1752984000000,117958.0,118127.39,117900.0,117949.98,209.68915,2025-07-20 04:00:00+00:00,XBTUSD,47.819522710639895,long,0
1752987600000,117949.99,117976.36,117800.0,117846.91,262.71011,2025-07-20 05:00:00+00:00,XBTUSD,44.944877959366856,long,0
1752991200000,117846.92,117884.29,117760.67,117824.48,128.67886,2025-07-20 06:00:00+00:00,XBTUSD,44.32047488722327,long,1
1752994800000,117824.49,118218.0,117824.48,118029.49,339.64911,2025-07-20 07:00:00+00:00,XBTUSD,51.01850800943326,short,0
1752998400000,118029.49,118255.14,118000.0,118151.14,659.2723,2025-07-20 08:00:00+00:00,XBTUSD,54.51506863709299,short,1
1753002000000,118151.15,118277.17,117886.51,117913.11,427.04081,2025-07-20 09:00:00+00:00,XBTUSD,47.38699055432028,long,0
1753005600000,117913.12,117993.86,117876.42,117888.21,342.66508,2025-07-20 10:00:00+00:00,XBTUSD,46.6991040836751,long,0
1753009200000,117888.21,118081.66,117819.88,117878.46,371.30411,2025-07-20 11:00:00+00:00,XBTUSD,46.4149814884662,long,1
1753012800000,117878.46,118169.36,117723.23,118085.43,1364.32398,2025-07-20 12:00:00+00:00,XBTUSD,52.957898423999225,short,0
1753016400000,118085.43,118422.57,118085.42,118417.35,635.77922,2025-07-20 13:00:00+00:00,XBTUSD,61.15053624128598,short,0
1753020000000,118417.35,118799.8,118277.77,118468.41,858.70947,2025-07-20 14:00:00+00:00,XBTUSD,62.23997149804287,short,0
1753023600000,118468.41,118775.85,118347.38,118671.11,421.29202,2025-07-20 15:00:00+00:00,XBTUSD,66.28230297094086,short,1
1753027200000,118671.12,118856.8,118465.0,118557.78,586.79687,2025-07-20 16:00:00+00:00,XBTUSD,62.26860603815914,short,1
1753030800000,118557.77,118557.78,117960.0,118018.69,611.1576,2025-07-20 17:00:00+00:00,XBTUSD,47.52586887408764,long,1
1753034400000,118018.7,118448.2,118018.7,118361.79,651.93273,2025-07-20 18:00:00+00:00,XBTUSD,54.852245777658425,short,1
1753038000000,118361.8,118563.93,118155.0,118155.01,269.24086,2025-07-20 19:00:00+00:00,XBTUSD,50.29462610474437,short,1
1753041600000,118155.0,118263.0,117852.72,118087.67,459.44638,2025-07-20 20:00:00+00:00,XBTUSD,48.87052782489604,long,0
1753045200000,118087.67,118153.88,117830.2,117997.88,339.24007,2025-07-20 21:00:00+00:00,XBTUSD,46.96112984838704,long,0
1753048800000,117997.87,118040.0,116467.02,117479.93,2198.48268,2025-07-20 22:00:00+00:00,XBTUSD,37.7891838354959,long,0
1753052400000,117479.92,117556.93,116955.94,117265.12,609.48131,2025-07-20 23:00:00+00:00,XBTUSD,34.75725011748996,long,1
1753056000000,117265.11,117352.06,116515.0,117352.06,857.45207,2025-07-21 00:00:00+00:00,XBTUSD,36.96173078883375,long,0
1753059600000,117352.05,117441.62,116775.95,117305.86,496.20828,2025-07-21 01:00:00+00:00,XBTUSD,36.26057306226708,long,1
1753063200000,117305.86,118183.93,117305.86,118183.92,687.53225,2025-07-21 02:00:00+00:00,XBTUSD,54.0870500631834,short,0
1753066800000,118183.92,118614.7,118131.75,118404.0,753.42903,2025-07-21 03:00:00+00:00,XBTUSD,57.309800116995966,short,1
1753070400000,118404.01,118634.57,118282.25,118331.61,405.68153,2025-07-21 04:00:00+00:00,XBTUSD,55.91940994367706,short,0
1753074000000,118331.62,118430.24,118188.95,118430.22,471.56768,2025-07-21 05:00:00+00:00,XBTUSD,57.43434556157831,short,0
1753077600000,118430.22,119241.57,118290.24,119169.25,1099.23474,2025-07-21 06:00:00+00:00,XBTUSD,66.6773323417938,short,0
1753081200000,119169.26,119676.73,119162.62,119362.67,807.18244,2025-07-21 07:00:00+00:00,XBTUSD,68.59917600244827,short,1
1753084800000,119364.18,119500.0,118854.9,119016.83,700.59303,2025-07-21 08:00:00+00:00,XBTUSD,61.74239480478021,short,1
1753088400000,119016.84,119086.05,118527.12,118690.05,373.46118,2025-07-21 09:00:00+00:00,XBTUSD,56.04229770054026,short,1
1753092000000,118690.05,118820.0,118344.0,118578.14,677.30519,2025-07-21 10:00:00+00:00,XBTUSD,54.1969765731243,short,1
1753095600000,118578.14,118798.2,118070.16,118070.17,760.53044,2025-07-21 11:00:00+00:00,XBTUSD,46.68301797463632,long,1
1753099200000,118070.17,118590.0,117778.7,118172.82,742.548,2025-07-21 12:00:00+00:00,XBTUSD,48.24456572153837,long,1
1753102800000,118172.82,119100.0,117888.25,118834.0,1080.14384,2025-07-21 13:00:00+00:00,XBTUSD,56.983696441972945,short,1
1753106400000,118834.0,119233.71,118432.0,118828.99,1012.98942,2025-07-21 14:00:00+00:00,XBTUSD,56.905287138004034,short,1
1753110000000,118828.99,119119.59,118270.0,118313.16,669.70168,2025-07-21 15:00:00+00:00,XBTUSD,49.37250063028145,long,0
1753113600000,118313.16,118399.1,117500.0,117738.44,1307.79158,2025-07-21 16:00:00+00:00,XBTUSD,42.6054073999996,long,1
1753117200000,117738.44,118093.13,117321.84,117847.82,692.69059,2025-07-21 17:00:00+00:00,XBTUSD,44.173682716568024,long,0
1753120800000,117847.83,118213.24,117100.0,117162.28,666.85458,2025-07-21 18:00:00+00:00,XBTUSD,37.29531788567452,long,0
1753124400000,117162.28,117521.01,116666.0,116767.67,1149.65254,2025-07-21 19:00:00+00:00,XBTUSD,34.012270204068955,long,1
1753128000000,116767.67,117252.0,116656.88,116939.4,697.73214,2025-07-21 20:00:00+00:00,XBTUSD,36.6267866172195,long,1
1753131600000,116939.4,117371.99,116879.1,117215.25,403.94845,2025-07-21 21:00:00+00:00,XBTUSD,40.69173387042469,long,1
1753135200000,117215.25,117633.66,117117.85,117348.96,307.79739,2025-07-21 22:00:00+00:00,XBTUSD,42.61321731447824,long,1
1753138800000,117348.97,117508.25,117107.03,117380.36,285.30321,2025-07-21 23:00:00+00:00,XBTUSD,43.07959721602709,long,0
1753142400000,117380.36,117524.07,117012.29,117123.69,512.7688,2025-07-22 00:00:00+00:00,XBTUSD,40.20338630169055,long,1
1753146000000,117123.68,117950.0,116128.0,117750.01,1747.33705,2025-07-22 01:00:00+00:00,XBTUSD,49.1287751019904,long,0
1753149600000,117750.01,117800.0,116969.67,117027.81,641.70987,2025-07-22 02:00:00+00:00,XBTUSD,41.446582863432916,long,1
1753153200000,117027.81,117271.32,116683.93,117210.0,805.64841,2025-07-22 03:00:00+00:00,XBTUSD,43.83266182914367,long,0
1753156800000,117210.0,117357.21,116555.0,116555.01,1108.40285,2025-07-22 04:00:00+00:00,XBTUSD,37.85952403274158,long,1
1753160400000,116555.01,117346.17,116552.18,117329.27,706.3125,2025-07-22 05:00:00+00:00,XBTUSD,47.045844149376975,long,1
1753164000000,117329.28,117847.77,117275.47,117847.26,782.21261,2025-07-22 06:00:00+00:00,XBTUSD,52.14304023657526,short,0
1753167600000,117847.26,118594.55,117780.0,117983.68,1682.91379,2025-07-22 07:00:00+00:00,XBTUSD,53.41484426541901,short,0
1753171200000,117983.69,118345.0,117488.19,118289.99,931.64911,2025-07-22 08:00:00+00:00,XBTUSD,56.22766843203366,short,0
1753174800000,118290.0,118656.0,117873.42,118399.09,867.84135,2025-07-22 09:00:00+00:00,XBTUSD,57.218498806064225,short,0
1753178400000,118399.09,118956.0,118302.01,118955.99,608.10463,2025-07-22 10:00:00+00:00,XBTUSD,61.95283489294615,short,0
1753182000000,118955.99,119188.3,118784.0,119154.99,969.19626,2025-07-22 11:00:00+00:00,XBTUSD,63.50691769216777,short,0
1753185600000,119154.99,119419.74,119037.02,119293.7,896.31634,2025-07-22 12:00:00+00:00,XBTUSD,64.59255756876766,short,1
1753189200000,119293.7,119573.53,118034.63,118147.82,1663.45612,2025-07-22 13:00:00+00:00,XBTUSD,51.0749645873033,short,0
1753192800000,118147.83,119140.14,117550.0,119060.0,1271.80822,2025-07-22 14:00:00+00:00,XBTUSD,58.51731091509122,short,1
1753196400000,119060.01,119177.53,118690.38,118912.04,765.65863,2025-07-22 15:00:00+00:00,XBTUSD,57.00262684807508,short,1
1753200000000,118912.04,119350.01,118626.35,118681.26,608.5666,2025-07-22 16:00:00+00:00,XBTUSD,54.62749610505604,short,0
1753203600000,118681.25,119213.0,118368.19,119199.39,444.47061,2025-07-22 17:00:00+00:00,XBTUSD,58.78013762623629,short,0
1753207200000,119199.39,120183.96,119044.06,119733.69,1310.2716,2025-07-22 18:00:00+00:00,XBTUSD,62.58316827076154,short,1
1753210800000,119733.7,119914.97,119097.6,119282.1,704.31973,2025-07-22 19:00:00+00:00,XBTUSD,57.734705471961085,short,0
1753214400000,119282.11,119901.88,119203.2,119703.28,539.53916,2025-07-22 20:00:00+00:00,XBTUSD,60.786075902465534,short,1
1753218000000,119703.29,119770.84,119400.0,119400.0,239.71174,2025-07-22 21:00:00+00:00,XBTUSD,57.563389077982585,short,0
1753221600000,119400.0,120035.29,119385.21,119844.23,608.63065,2025-07-22 22:00:00+00:00,XBTUSD,60.838472835055065,short,0
1753225200000,119844.23,120247.8,119835.56,119954.42,542.2831,2025-07-22 23:00:00+00:00,XBTUSD,61.629512065602476,short,1
1753228800000,119954.43,120090.0,119500.29,119546.56,373.25447,2025-07-23 00:00:00+00:00,XBTUSD,57.03701578835598,short,1
1753232400000,119546.56,119666.04,119379.63,119488.22,386.63831,2025-07-23 01:00:00+00:00,XBTUSD,56.389724076241926,short,1
1753236000000,119488.21,119531.29,118983.34,119090.73,754.14191,2025-07-23 02:00:00+00:00,XBTUSD,52.05510402188085,short,1
1753239600000,119090.73,119116.68,118532.96,118614.17,554.08458,2025-07-23 03:00:00+00:00,XBTUSD,47.35514274540307,long,1
1753243200000,118614.16,118996.01,118576.38,118996.0,301.65112,2025-07-23 04:00:00+00:00,XBTUSD,51.16004382513285,short,1
1753246800000,118996.01,119006.05,118615.97,118645.04,468.54694,2025-07-23 05:00:00+00:00,XBTUSD,47.74432999304023,long,0
1753250400000,118645.04,118717.12,118329.04,118417.99,401.51312,2025-07-23 06:00:00+00:00,XBTUSD,45.62218422103325,long,0
1753254000000,118417.99,118592.39,118288.2,118350.35,392.52237,2025-07-23 07:00:00+00:00,XBTUSD,44.98075764223667,long,1
1753257600000,118350.35,118552.0,118222.71,118423.21,415.94192,2025-07-23 08:00:00+00:00,XBTUSD,45.863694694044135,long,0
1753261200000,118423.21,118457.86,117910.66,118040.0,501.38076,2025-07-23 09:00:00+00:00,XBTUSD,42.04220274696101,long,1
1753264800000,118040.01,118379.74,117844.24,118372.12,510.46248,2025-07-23 10:00:00+00:00,XBTUSD,46.224288691799764,long,1
1753268400000,118372.13,118619.79,118160.0,118538.46,373.31825,2025-07-23 11:00:00+00:00,XBTUSD,48.23880919849631,long,0
1753272000000,118538.46,118655.0,117799.87,117980.7,730.54489,2025-07-23 12:00:00+00:00,XBTUSD,42.49081942182763,long,0
1753275600000,117980.69,118199.89,117330.0,117381.44,1612.8477,2025-07-23 13:00:00+00:00,XBTUSD,37.34239663335909,long,1
1753279200000,117381.44,118205.0,117301.0,118204.99,952.15862,2025-07-23 14:00:00+00:00,XBTUSD,46.86989971969503,long,1
1753282800000,118204.99,118708.24,117823.21,118567.39,741.63721,2025-07-23 15:00:00+00:00,XBTUSD,50.44106679571266,short,1
1753286400000,118567.39,118567.39,117561.23,117712.53,803.50351,2025-07-23 16:00:00+00:00,XBTUSD,43.08440018335034,long,1
1753290000000,117712.53,118136.46,117331.63,118131.99,856.62881,2025-07-23 17:00:00+00:00,XBTUSD,47.15693713717556,long,1
1753293600000,118131.99,118387.85,117998.9,118379.45,514.88794,2025-07-23 18:00:00+00:00,XBTUSD,49.454742655671694,long,1
1753297200000,118379.44,118466.69,118218.12,118393.64,476.80341,2025-07-23 19:00:00+00:00,XBTUSD,49.59010664188158,long,0
1753300800000,118393.64,118498.76,117559.91,117900.0,625.02001,2025-07-23 20:00:00+00:00,XBTUSD,45.06835162996808,long,1
1753304400000,117900.0,118181.36,117381.8,118181.36,644.9173,2025-07-23 21:00:00+00:00,XBTUSD,47.979873682320665,long,1
1753308000000,118181.75,118630.39,117937.47,118568.99,553.07391,2025-07-23 22:00:00+00:00,XBTUSD,51.77243407430845,short,0
1753311600000,118568.99,118756.0,118421.86,118755.99,613.27129,2025-07-23 23:00:00+00:00,XBTUSD,53.53246245106343,short,0
1753315200000,118756.0,119138.57,118571.17,119060.0,647.45883,2025-07-24 00:00:00+00:00,XBTUSD,56.323122019370416,short,0
1753318800000,119060.01,119100.0,118787.32,119094.4,299.18389,2025-07-24 01:00:00+00:00,XBTUSD,56.64044191702893,short,1
1753322400000,119094.4,119094.4,118808.44,118960.6,290.68089,2025-07-24 02:00:00+00:00,XBTUSD,54.9676749649855,short,1
